"Date","Price","Open","High","Low","Vol.","Change %"
"07/06/2021","17,000.0","17,000.0","17,000.0","17,000.0","0.20K","-2.86%"
"07/30/2021","17,000.0","17,000.0","17,000.0","17,000.0","0.10K","0.00%"
"08/09/2021","18,000.0","15,900.0","18,000.0","15,900.0","0.20K","5.88%"
"08/11/2021","18,200.0","18,200.0","18,200.0","18,200.0","0.10K","1.11%"
"08/12/2021","19,000.0","19,000.0","19,000.0","19,000.0","0.10K","4.40%"
"08/18/2021","20,000.0","20,000.0","20,000.0","20,000.0","0.20K","5.26%"
"08/26/2021","18,600.0","18,600.0","19,950.0","18,600.0","0.40K","-7.00%"
"09/24/2021","17,300.0","17,300.0","17,300.0","17,300.0","0.10K","-6.99%"
"09/30/2021","18,400.0","18,400.0","18,400.0","18,400.0","0.10K","6.36%"
"10/06/2021","19,650.0","19,650.0","19,650.0","19,650.0","0.10K","6.79%"
"10/11/2021","18,300.0","18,300.0","18,300.0","18,300.0","0.10K","-6.87%"
"10/27/2021","17,050.0","17,050.0","17,050.0","17,050.0","0.10K","-6.83%"
"10/28/2021","17,050.0","17,100.0","17,100.0","17,050.0","1.40K","0.00%"
"11/02/2021","17,000.0","17,000.0","17,000.0","17,000.0","0.10K","-0.29%"
"11/03/2021","17,050.0","17,000.0","17,050.0","17,000.0","1.00K","0.29%"
"11/05/2021","15,900.0","15,900.0","15,900.0","15,900.0","0.10K","-6.74%"
"11/08/2021","17,000.0","17,000.0","17,000.0","17,000.0","2.60K","6.92%"
"11/09/2021","18,150.0","17,000.0","18,150.0","17,000.0","18.90K","6.76%"
"11/10/2021","19,350.0","17,000.0","19,350.0","16,900.0","6.50K","6.61%"
"11/11/2021","20,000.0","18,000.0","20,000.0","18,000.0","2.20K","3.36%"
"11/12/2021","21,000.0","18,600.0","21,000.0","18,600.0","15.70K","5.00%"
"11/15/2021","22,450.0","22,450.0","22,450.0","22,450.0","7.20K","6.90%"
"11/16/2021","24,000.0","24,000.0","24,000.0","24,000.0","1.60K","6.90%"
"11/17/2021","22,350.0","24,000.0","24,000.0","22,350.0","1.50K","-6.88%"
"11/18/2021","20,800.0","20,800.0","20,800.0","20,800.0","4.70K","-6.94%"
"11/19/2021","19,350.0","20,800.0","20,800.0","19,350.0","2.70K","-6.97%"
"11/22/2021","19,200.0","19,400.0","19,400.0","19,200.0","0.70K","-0.78%"
"11/23/2021","20,300.0","18,150.0","20,300.0","17,900.0","0.30K","5.73%"
"11/24/2021","20,250.0","18,900.0","20,250.0","18,900.0","1.50K","-0.25%"
"11/25/2021","19,900.0","20,000.0","20,000.0","19,000.0","0.90K","-1.73%"
"11/26/2021","19,600.0","18,600.0","19,600.0","18,550.0","7.00K","-1.51%"
"11/29/2021","19,600.0","19,600.0","19,600.0","19,600.0","0.10K","0.00%"
"12/01/2021","18,300.0","19,300.0","19,300.0","18,250.0","0.50K","-6.63%"
"12/02/2021","19,100.0","19,100.0","19,100.0","19,050.0","0.50K","4.37%"
"12/03/2021","17,900.0","17,900.0","17,900.0","17,900.0","0.20K","-6.28%"
"12/06/2021","16,900.0","17,050.0","17,050.0","16,800.0","0.80K","-5.59%"
"12/07/2021","17,800.0","16,900.0","17,800.0","16,900.0","0.30K","5.33%"
"12/08/2021","17,800.0","17,800.0","17,800.0","17,800.0","0.10K","0.00%"
"12/09/2021","17,100.0","17,700.0","18,150.0","17,100.0","0.90K","-3.93%"
"12/10/2021","17,700.0","17,700.0","17,700.0","17,700.0","0.10K","3.51%"
"12/13/2021","18,800.0","17,700.0","18,900.0","16,650.0","12.10K","6.21%"
"12/14/2021","18,650.0","17,500.0","18,650.0","17,500.0","3.30K","-0.80%"
"12/17/2021","18,400.0","17,950.0","18,400.0","17,950.0","0.50K","-1.34%"
"12/21/2021","18,400.0","17,200.0","18,400.0","17,200.0","10.70K","0.00%"
"12/22/2021","19,250.0","19,400.0","19,400.0","18,000.0","0.30K","4.62%"
"12/23/2021","19,250.0","19,250.0","19,250.0","19,250.0","0.10K","0.00%"
"12/27/2021","17,950.0","19,100.0","19,100.0","17,950.0","3.00K","-6.75%"
"12/28/2021","19,100.0","16,850.0","19,200.0","16,850.0","1.70K","6.41%"
"12/29/2021","18,950.0","17,850.0","18,950.0","17,800.0","0.70K","-0.79%"
"12/30/2021","18,500.0","17,700.0","19,900.0","17,700.0","0.90K","-2.37%"
"12/31/2021","17,350.0","18,500.0","18,500.0","17,300.0","2.30K","-6.22%"
